Age,Gender,Tenure,Service_Internet,Service_Phone,Service_TV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,MonthlyCharges_Contract,TenuretoAgeRatio,MonthlyTotallyChargesRatio,TotalServiceUsage
57.0,1,56.0,0,0,1,0,3,34.63,1938.73,0,0,0,0,0.0,0.9824561403508771,0.017862208765532076,1
43.65553060078607,0,58.0,1,1,1,1,2,62.83,3664.41,1,0,0,1,62.83,1.3285830959286435,0.01714600713348124,3
44.0,0,60.0,1,1,0,0,1,98.29,5909.47,1,0,1,1,0.0,1.3636363636363635,0.01663262526081019,2
21.0,0,52.0,1,1,1,0,1,73.73,3823.91,0,0,0,0,0.0,2.4761904761904763,0.01928131153714392,3
44.0,1,48.0,1,1,0,0,3,111.86,5338.61,0,0,1,0,0.0,1.0909090909090908,0.02095301960622709,2
53.0,1,13.0,1,1,1,1,0,23.49,296.85,1,1,0,1,23.49,0.24528301886792453,0.07913087417887821,3
36.0,0,10.0,1,0,1,2,2,108.98,1102.37,1,0,1,0,217.96,0.2777777777777778,0.09885972949191289,2
60.0,1,40.0,1,1,0,0,0,119.74,4780.79,1,0,1,0,0.0,0.6666666666666666,0.02504606979181265,2
31.0,0,12.0,1,0,1,1,2,107.39,1286.02,0,0,0,0,107.39,0.3870967741935484,0.08350569975583584,2
20.0,0,26.0,1,1,1,0,2,47.73,1243.48,1,0,1,0,0.0,1.3,0.038384212050053074,3
29.0,1,17.0,1,0,1,0,0,88.35,1493.72,1,1,0,0,0.0,0.5862068965517241,0.05914763141686527,2
49.0,0,68.0,1,0,1,0,3,104.62,7082.36,1,1,1,0,0.0,1.3877551020408163,0.014771912187462937,2
43.0,0,57.0,1,1,0,1,2,33.3,1895.99,1,0,0,0,33.3,1.3255813953488371,0.017563383773121166,2
38.0,0,38.0,1,0,0,1,2,50.61,1932.98,1,0,0,0,50.61,1.0,0.026182371260954587,1
66.0,0,3.0,1,1,0,0,2,119.91,363.06,0,1,0,1,0.0,0.045454545454545456,0.3302759874400925,2
49.0,1,50.0,1,1,1,1,1,87.72,4388.16,1,1,0,0,87.72,1.0204081632653061,0.01999015532706191,3
32.0,1,28.0,1,1,1,0,1,100.53,2811.15,1,1,0,0,0.0,0.875,0.0357611653593725,3
27.0,0,14.0,1,1,1,1,3,22.68,324.82,0,0,1,1,22.68,0.5185185185185185,0.06982328674342712,3
36.0,0,64.0,1,1,1,1,2,46.24,2978.69,1,0,0,1,46.24,1.7777777777777777,0.015523602657544088,3
53.0,1,26.0,1,1,0,1,3,96.87,2522.51,0,1,0,1,96.87,0.49056603773584906,0.0384022263539094,2
18.0,1,2.0,0,0,1,0,2,50.98,107.68,1,0,0,1,0.0,0.1111111111111111,0.4734398216939078,1
54.0,1,15.0,0,1,0,0,3,93.63,1417.91,1,1,1,0,0.0,0.2777777777777778,0.06603381032646641,1
43.0,0,1.0,1,1,0,0,0,57.39,73.88,0,1,0,0,0.0,0.023255813953488372,0.7768002165674066,2
39.0,0,64.0,0,0,1,0,1,117.91,2132.26,0,1,0,0,0.0,1.641025641025641,0.05529813437385684,1
67.0,0,20.0,1,1,0,0,3,82.96,1667.68,1,1,1,0,0.0,0.29850746268656714,0.049745754581214614,2
27.0,1,51.0,1,0,1,0,1,41.39,2116.42,0,1,0,0,0.0,1.8888888888888888,0.019556609746647642,2
67.0,0,58.0,0,1,0,0,2,61.02,3553.92,0,0,1,0,0.0,0.8656716417910447,0.017169773095623987,1
41.0,0,39.0,0,0,0,2,3,55.57,2185.29,0,0,0,0,111.14,0.9512195121951219,0.025429119247331017,0
62.0,1,33.0,1,1,0,0,3,110.19,3636.71,0,1,1,0,0.0,0.532258064516129,0.030299363985580374,2
69.0,0,52.0,1,1,0,0,3,38.61,2024.76,0,0,1,0,0.0,0.7536231884057971,0.01906892668760742,2
68.0,0,53.0,1,0,0,2,1,30.41,1608.48,1,1,1,1,60.82,0.7794117647058824,0.018906047945886798,1
19.0,0,55.0,1,0,1,1,2,69.91,3851.74,1,0,0,1,69.91,2.8947368421052633,0.018150238593466848,2
48.0,1,51.0,0,1,1,0,1,69.59,3236.94,1,0,1,1,0.0,1.0625,0.021498699388929052,2
63.0,0,40.0,1,1,0,2,3,45.03,1802.74,0,0,0,0,90.06,0.6349206349206349,0.024978643620266926,2
48.0,1,53.0,0,1,1,2,3,84.81,4482.54,1,1,1,0,169.62,1.1041666666666667,0.018920076563733956,2
43.0,0,16.0,1,1,1,1,3,88.62,1437.48,0,0,0,0,88.62,0.37209302325581395,0.06164955338509058,3
43.65553060078607,1,57.0,0,0,1,0,0,70.14,4000.07,1,1,0,1,0.0,1.3056764908264256,0.017534693142869998,1
27.0,0,13.0,1,1,1,0,2,44.42,580.38,1,1,0,1,0.0,0.48148148148148145,0.07653606257968917,3
60.0,1,15.0,1,1,1,2,3,102.12,1521.0,1,0,1,0,204.24,0.25,0.06714003944773175,3
43.65553060078607,0,55.0,1,1,0,0,2,24.08,1336.24,0,0,1,0,0.0,1.2598632806219896,0.018020714841645212,2
55.0,0,6.0,1,0,0,1,1,44.77,263.97,1,0,0,1,44.77,0.10909090909090909,0.16960260635678295,1
46.0,1,54.0,1,0,0,2,2,52.18,2801.4,1,1,0,0,104.36,1.173913043478261,0.0186264010851717,1
34.0,1,55.0,1,1,1,2,0,26.14,1446.65,0,0,1,1,52.28,1.6176470588235294,0.018069332595997648,3
33.0,0,11.0,1,1,1,0,1,103.03,1133.09,0,0,1,1,0.0,0.3333333333333333,0.09092834638025224,3
32.0,1,56.0,0,1,1,0,2,104.69,5864.88,1,1,1,0,0.0,1.75,0.01785032259824583,2
35.0,1,58.0,0,1,1,0,1,55.2,3199.14,0,0,1,0,0.0,1.6571428571428573,0.01725463718374313,2
68.0,0,17.0,1,1,0,1,0,32.64,5439.700000000001,0,1,1,0,32.64,0.25,0.006000330900601135,2
37.0,1,30.0,1,0,1,2,2,61.71,1879.77,0,0,1,1,123.42,0.8108108108108109,0.032828484335849596,2
57.0,1,13.0,1,1,0,2,2,23.85,297.14,1,0,1,1,47.7,0.22807017543859648,0.08026519485764287,2
40.0,0,29.0,0,0,1,0,3,89.91,2614.14,1,0,1,1,0.0,0.725,0.03439372030572196,1
55.0,0,14.0,0,1,1,2,0,96.89,1361.38,1,0,0,1,193.78,0.2545454545454545,0.07117043000484802,2
63.0,1,35.0,1,0,0,0,0,37.91,1326.97,0,1,1,1,0.0,0.5555555555555556,0.02856884481186462,1
62.0,1,58.0,1,0,0,2,2,70.06,4053.97,0,1,0,1,140.12,0.9354838709677419,0.017281824976504514,1
42.0,0,7.0,1,1,1,0,2,61.55,446.43,0,0,0,1,0.0,0.16666666666666666,0.1378715588110118,3
51.0,1,62.0,1,1,0,0,2,42.18,2631.82,1,1,0,0,0.0,1.2156862745098038,0.016026931933034932,2
65.0,1,5.0,1,1,1,0,1,22.73,112.69,0,0,1,0,0.0,0.07692307692307693,0.20170378915609194,3
30.0,1,43.0,0,1,0,0,1,30.09,1309.77,1,1,0,1,0.0,1.4333333333333333,0.022973499163975356,1
24.0,0,37.0,0,0,0,0,2,29.48,1095.73,0,1,0,0,0.0,1.5416666666666667,0.026904438137132322,0
64.0,1,54.0,1,1,1,0,3,58.43,3160.71,0,0,0,0,0.0,0.84375,0.018486352749856837,3
34.0,1,15.0,1,1,0,0,0,57.6,855.31,1,1,1,1,0.0,0.4411764705882353,0.06734400392840023,2
61.0,1,26.0,1,1,1,1,0,48.1,1251.88,0,0,1,0,48.1,0.4262295081967213,0.03842221299166054,3
28.0,1,44.0,0,0,1,2,2,21.12,927.25,0,0,1,0,42.24,1.5714285714285714,0.022777028848746293,1
29.0,1,69.0,1,1,1,0,1,44.61,3061.94,1,0,1,1,0.0,2.3793103448275863,0.014569194693560291,3
35.0,0,16.0,0,1,1,0,2,51.41,813.03,0,0,0,1,0.0,0.45714285714285713,0.06323259904308574,2
69.0,0,71.0,0,0,0,0,3,99.71,7080.06,1,0,0,0,0.0,1.0289855072463767,0.01408321398406228,0
30.0,1,61.0,1,1,1,0,3,119.56,7291.56,1,1,0,0,0.0,2.033333333333333,0.016397039865268886,3
33.0,1,44.0,1,1,1,0,3,86.26,3795.27,1,0,0,1,0.0,1.3333333333333333,0.022728290740843208,3
25.0,1,48.0,0,0,1,1,3,41.29,1988.6,1,1,0,0,41.29,1.92,0.02076335110127728,1
69.0,1,66.0,1,1,0,1,3,46.51,3075.82,1,0,1,0,46.51,0.9565217391304348,0.01512117093978191,2
22.0,0,27.0,1,1,1,0,2,66.59,1787.31,1,0,0,0,0.0,1.2272727272727273,0.03725710704914089,3
44.0,1,31.0,1,1,1,0,2,31.74,986.51,0,1,0,0,0.0,0.7045454545454546,0.032174027632766014,3
52.0,1,48.0,0,1,1,2,2,33.37,1592.81,1,1,1,0,66.74,0.9230769230769231,0.020950395841311895,2
43.65553060078607,1,28.0,1,1,0,0,1,86.6,2417.84,0,1,1,0,0.0,0.6413849428621038,0.035817092942461035,2
40.0,0,17.0,0,1,1,0,2,34.2,582.11,1,1,0,1,0.0,0.425,0.058751782309185555,2
54.0,1,66.0,1,1,1,1,2,22.86,1494.24,1,0,0,1,22.86,1.2222222222222223,0.015298747189206553,3
53.0,1,54.0,0,1,1,0,3,107.41,5802.07,0,1,0,0,0.0,1.0188679245283019,0.018512358520321195,2
40.0,1,48.0,0,1,0,2,3,37.27,1784.22,1,0,0,1,74.54,1.2,0.02088867964712872,1
38.0,0,56.0,0,1,1,0,3,115.55,6468.99,1,0,1,0,0.0,1.4736842105263157,0.01786213922111489,2
35.0,1,53.0,1,1,1,0,3,44.2,2355.87,1,1,1,0,0.0,1.5142857142857142,0.018761646440593072,3
19.0,1,15.0,1,0,1,0,2,38.46,590.53,1,0,0,0,0.0,0.7894736842105263,0.0651279359219684,2
43.0,0,15.0,0,1,1,0,3,53.27,790.93,1,0,1,0,0.0,0.3488372093023256,0.06735109301708117,2
18.0,0,8.0,1,1,1,0,2,79.64,651.31,1,0,1,1,0.0,0.4444444444444444,0.12227664245904409,3
51.0,1,65.0,1,1,1,2,3,30.09,1965.98,1,1,1,0,60.18,1.2745098039215685,0.015305343899734484,3
33.0,1,24.0,1,1,0,0,2,76.93,1844.74,1,1,0,0,0.0,0.7272727272727273,0.04170235371922331,2
30.0,0,42.0,1,0,1,2,0,76.97,3233.99,1,1,1,0,153.94,1.4,0.02380032096574201,2
33.0,0,38.0,1,1,0,1,3,35.25,1326.67,1,1,0,0,35.25,1.1515151515151516,0.02657028499928392,2
39.0,1,64.0,0,1,1,0,2,45.93,2925.98,1,0,0,0,0.0,1.641025641025641,0.01569730483461951,2
41.0,1,29.0,0,0,1,2,2,20.78,621.46,0,0,1,0,41.56,0.7073170731707317,0.033437389373411,1
47.0,0,13.0,1,1,1,1,3,106.97,1392.5,1,0,0,1,106.97,0.2765957446808511,0.07681867145421903,3
54.0,0,9.0,0,1,1,2,2,29.06,261.01,1,1,0,0,58.12,0.16666666666666666,0.11133673039347151,2
50.0,1,67.0,1,0,0,0,2,91.19,6111.56,0,0,1,0,0.0,1.34,0.014920903991779512,1
24.0,1,42.0,0,0,1,1,1,25.5,1067.48,0,1,1,0,25.5,1.75,0.023888035373028065,1
19.0,1,62.0,1,1,1,0,2,20.35,1267.79,0,1,1,1,0.0,3.263157894736842,0.01605155427949424,3
19.0,1,69.0,1,1,1,0,0,25.44,1766.71,1,0,0,0,0.0,3.6315789473684212,0.0143996468011162,3
43.0,1,65.0,1,1,1,2,2,51.75,3354.43,1,1,0,0,103.5,1.5116279069767442,0.01542736023705965,3
27.0,0,12.0,0,1,0,2,2,67.13,823.62,1,0,1,0,134.26,0.4444444444444444,0.08150603433622301,1
67.0,0,69.0,1,1,0,0,1,34.95,2391.17,1,0,0,1,0.0,1.0298507462686568,0.014616275714399229,2
68.0,1,36.0,0,1,0,0,2,118.57,4258.04,1,1,0,0,0.0,0.5294117647058824,0.02784614517477525,1
39.0,1,48.0,1,0,0,0,2,90.63,4352.02,1,0,0,1,0.0,1.2307692307692308,0.020824812385972488,1
42.0,0,20.0,1,1,1,1,2,106.86,2137.28,1,0,0,0,106.86,0.47619047619047616,0.04999812846234466,3
57.0,0,26.0,1,1,1,0,1,23.81,609.71,0,0,0,0,0.0,0.45614035087719296,0.03905135228223253,3
57.0,0,15.0,0,1,1,2,2,42.51,624.54,1,1,0,0,85.02,0.2631578947368421,0.06806609664713228,2
61.0,1,51.0,0,1,0,2,0,49.86,2554.35,0,1,0,0,99.72,0.8360655737704918,0.01951964296200599,1
19.0,1,71.0,1,1,1,0,2,105.5,2132.26,0,0,0,1,0.0,3.736842105263158,0.04947801862812227,3
69.0,1,62.0,0,1,1,0,0,107.28,6655.27,1,0,0,0,0.0,0.8985507246376812,0.016119556381634405,2
62.0,0,19.0,1,0,0,2,0,85.71,1621.08,0,1,1,1,171.42,0.3064516129032258,0.0528721593012066,1
47.0,0,69.0,1,1,0,0,2,48.88,3381.74,1,0,1,0,0.0,1.4680851063829787,0.014454097594729343,2
50.0,0,17.0,1,0,1,0,2,80.16,1355.86,1,1,0,0,0.0,0.34,0.05912114820114171,2
51.0,1,51.0,1,1,0,1,2,49.51,2539.51,1,0,0,0,49.51,1.0,0.019495887001823184,2
58.0,0,44.0,0,0,1,0,2,72.56,3170.31,1,1,1,0,0.0,0.7586206896551724,0.022887351710085133,1
49.0,1,15.0,0,1,0,0,1,72.4,1068.1,0,1,0,0,0.0,0.30612244897959184,0.06778391536373,1
20.0,0,33.0,0,1,1,0,2,118.7,3926.69,0,1,0,0,0.0,1.65,0.03022902240818603,2
53.0,0,20.0,1,0,0,2,0,38.0,743.86,0,1,0,1,76.0,0.37735849056603776,0.05108488156373511,1
43.65553060078607,1,30.0,1,1,0,0,2,114.8,3433.45,1,0,0,1,0.0,0.6871981530665399,0.033435757037382226,2
43.0,0,31.0,1,1,1,0,3,108.04,3347.58,1,0,0,0,0.0,0.7209302325581395,0.032274060664718995,3
64.0,1,11.0,1,0,0,0,3,85.85,940.15,1,0,0,0,0.0,0.171875,0.091315215657076,1
65.0,0,60.0,1,0,1,1,1,47.19,2836.32,0,0,0,0,47.19,0.9230769230769231,0.01663775596547639,2
43.65553060078607,0,15.0,1,1,0,2,2,62.48,933.52,0,1,1,0,124.96,0.34359907653326993,0.06692947124860742,2
31.0,0,43.0,1,0,1,0,0,87.15,3754.7,1,1,0,1,0.0,1.3870967741935485,0.02321090899406078,2
63.0,0,26.0,1,1,1,2,0,57.7,1500.01,1,0,0,0,115.4,0.4126984126984127,0.038466410223931845,3
62.0,1,60.0,1,1,1,0,1,102.33,6125.86,1,1,0,0,0.0,0.967741935483871,0.016704593314244856,3
66.0,1,56.0,1,0,1,0,1,40.51,2274.52,0,0,1,0,0.0,0.8484848484848485,0.0178103511949774,2
50.0,1,30.0,1,0,0,0,0,91.53,2747.44,1,1,1,1,0.0,0.6,0.03331464927350552,1
49.0,1,38.0,1,1,1,0,1,39.06,1499.88,1,1,0,0,0.0,0.7755102040816326,0.026042083366669334,3
62.0,0,18.0,1,1,1,2,1,36.45,644.94,1,0,1,0,72.9,0.2903225806451613,0.056516885291655036,3
44.0,0,17.0,1,1,1,0,3,103.91,2132.26,1,0,0,1,0.0,0.38636363636363635,0.04873233095401123,3
37.0,0,20.0,0,1,1,0,2,66.77,1340.15,0,1,0,1,0.0,0.5405405405405406,0.049822781031974024,2
37.0,1,25.0,0,1,1,0,0,71.44,1787.72,0,1,0,0,0.0,0.6756756756756757,0.039961515226098046,2
18.0,0,18.0,1,0,0,0,1,113.54,2066.0,1,0,1,1,0.0,1.0,0.05495643756050339,1
41.0,1,13.0,1,1,1,0,2,117.41,1541.64,0,0,0,0,0.0,0.3170731707317073,0.07615915518538699,3
54.0,1,67.0,1,0,0,0,1,105.99,7099.97,1,0,1,0,0.0,1.2407407407407407,0.014928232091121511,1
64.0,1,29.0,0,0,1,1,0,93.78,2712.69,0,0,0,1,93.78,0.453125,0.03457085033675061,1
44.0,0,45.0,1,0,1,0,1,37.65,1702.18,0,0,1,0,0.0,1.0227272727272727,0.022118694850133357,2
66.0,1,13.0,0,1,1,2,1,62.46,795.35,1,0,1,1,124.92,0.19696969696969696,0.07853146413528635,2
67.0,0,19.0,1,0,0,0,1,102.47,1960.6,1,0,0,1,0.0,0.2835820895522388,0.052264612873610124,1
61.0,1,6.0,1,1,0,1,0,103.84,631.58,0,0,0,1,103.84,0.09836065573770492,0.1644130593115678,2
40.0,0,60.0,0,1,0,2,2,56.25,3379.98,0,1,1,0,112.5,1.5,0.01664211030834502,1
56.0,1,3.0,1,1,1,0,3,96.12,306.9,1,0,1,0,0.0,0.05357142857142857,0.31319648093841645,3
31.0,1,51.0,1,1,1,1,2,96.3,4887.5,0,0,0,1,96.3,1.6451612903225807,0.019703324808184142,3
43.65553060078607,1,57.0,1,1,1,0,0,101.46,5779.53,1,1,0,1,0.0,1.3056764908264256,0.017555060705628314,3
51.0,1,54.0,1,1,1,0,0,48.68,2633.5,0,1,0,0,0.0,1.0588235294117647,0.018484906018606417,3
43.65553060078607,1,26.0,1,1,1,0,2,111.17,2881.83,1,0,1,0,0.0,0.5955717326576678,0.03857618249515065,3
36.0,0,13.0,1,0,0,0,0,85.76,1117.83,1,1,0,1,0.0,0.3611111111111111,0.07672007371424994,1
61.0,0,7.0,1,1,1,2,1,46.32,323.18,1,0,1,0,92.64,0.11475409836065574,0.14332570084782473,3
28.0,0,12.0,1,0,1,1,2,83.53,1000.04,0,1,0,1,83.53,0.42857142857142855,0.08352665893364265,2
36.0,0,66.0,0,1,1,0,2,53.5,3532.24,1,1,1,1,0.0,1.8333333333333333,0.015146196181459924,2
25.0,0,32.0,1,1,0,0,1,79.12,2509.65,1,0,0,0,0.0,1.28,0.03152630844938537,2
58.0,1,38.0,1,0,1,0,0,86.33,3279.24,0,0,1,0,0.0,0.6551724137931034,0.026326221929471465,2
26.0,1,10.0,0,1,1,1,0,89.34,892.26,0,0,1,0,89.34,0.38461538461538464,0.10012776544953265,2
62.0,0,68.0,1,1,1,0,3,35.62,2418.04,0,0,0,0,0.0,1.096774193548387,0.014730939107707067,3
61.0,0,6.0,1,1,1,2,2,95.78,585.58,1,0,0,0,191.56,0.09836065573770492,0.1635643293828341,3
56.0,0,27.0,1,1,0,0,2,85.38,2320.29,1,0,0,1,0.0,0.48214285714285715,0.03679712449736886,2
45.0,0,34.0,1,1,0,1,3,70.0,2394.86,0,1,1,0,70.0,0.7555555555555555,0.02922926601137436,2
28.0,1,30.0,1,1,1,2,0,46.92,1419.31,0,0,0,1,93.84,1.0714285714285714,0.03305831706956197,3
53.0,0,68.0,1,0,1,0,0,74.73,2132.26,1,1,0,0,0.0,1.2830188679245282,0.035047320683218745,2
23.0,0,24.0,1,1,0,0,0,113.95,2733.07,0,0,0,0,0.0,1.0434782608695652,0.04169304115884335,2
44.0,1,26.0,0,0,1,2,3,90.52,2348.24,1,0,1,0,181.04,0.5909090909090909,0.03854801894184581,1
20.0,0,2.0,1,0,1,0,0,31.03,66.7,1,0,1,0,0.0,0.1,0.4652173913043478,2
35.0,1,31.0,1,0,0,2,2,54.54,1696.24,1,0,1,0,109.08,0.8857142857142857,0.03215346884874782,1
37.0,0,59.0,1,0,0,0,3,46.6,2748.08,1,1,1,0,0.0,1.5945945945945945,0.016957293819685016,1
19.0,0,5.0,1,1,0,0,0,67.98,339.7,1,1,0,0,0.0,0.2631578947368421,0.20011775095672654,2
31.0,1,23.0,1,1,1,0,0,99.03,2280.37,0,1,1,1,0.0,0.7419354838709677,0.04342716313580691,3
59.0,0,46.0,0,1,0,1,2,115.16,5303.17,1,0,0,0,115.16,0.7796610169491526,0.02171531367087987,1
27.0,0,54.0,1,0,1,0,1,67.1,3622.99,1,1,0,0,0.0,2.0,0.01852061418883298,2
45.0,0,23.0,0,0,1,0,3,90.51,2094.17,0,0,0,0,0.0,0.5111111111111111,0.04321998691605743,1
47.0,1,42.0,1,1,1,2,0,43.52,1828.0,0,1,1,1,87.04,0.8936170212765957,0.023807439824945296,3
23.0,1,59.0,1,1,1,0,3,32.64,1943.91,0,1,0,1,0.0,2.5652173913043477,0.016790900813309258,3
36.0,0,15.0,1,0,0,0,1,35.88,533.68,0,0,0,0,0.0,0.4166666666666667,0.06723129965522412,1
19.0,1,12.0,0,0,1,2,1,32.48,400.3,0,1,1,0,64.96,0.631578947368421,0.08113914564076942,1
50.0,0,39.0,0,1,0,0,2,61.07,2355.46,1,1,0,1,0.0,0.78,0.025926995151690117,1
31.0,0,18.0,1,1,0,0,2,103.79,1870.64,1,1,0,0,0.0,0.5806451612903226,0.05548368472822136,2
43.0,0,63.0,1,1,0,1,3,67.8,4284.37,0,0,0,1,67.8,1.4651162790697674,0.01582496376363386,2
50.0,0,47.0,1,0,1,0,1,85.54,4015.22,0,0,1,0,0.0,0.94,0.021303938513954405,2
62.0,0,2.0,1,1,0,2,2,94.93,178.91,0,0,1,0,189.86,0.03225806451612903,0.5306019786484826,2
43.65553060078607,1,50.0,0,0,1,0,3,25.14,1259.12,1,1,1,1,0.0,1.1453302551108997,0.019966325687781946,1
67.0,1,26.0,1,1,0,0,2,89.33,2336.39,1,0,0,0,0.0,0.3880597014925373,0.03823419891370876,2
46.0,0,58.0,1,1,0,0,0,59.37,3428.69,0,0,1,0,0.0,1.2608695652173914,0.017315651167063805,2
54.0,1,12.0,0,1,1,0,1,80.65,954.1,0,0,1,1,0.0,0.2222222222222222,0.08452992348810398,2
41.0,1,63.0,1,1,0,2,2,108.53,6842.56,1,0,0,1,217.06,1.5365853658536586,0.015861022775101714,2
64.0,0,69.0,1,1,1,2,2,57.34,3975.27,1,0,0,0,114.68,1.078125,0.014424177477253119,3
58.0,1,46.0,1,1,0,0,2,57.31,2628.18,1,0,0,0,0.0,0.7931034482758621,0.021805964583856512,2
39.0,1,43.0,1,1,1,2,2,79.71,3420.45,1,0,1,0,159.42,1.1025641025641026,0.02330395123448669,3
59.0,1,55.0,1,1,1,0,2,116.16,6374.75,0,0,1,0,0.0,0.9322033898305084,0.01822189105455116,3
32.0,1,24.0,1,1,1,0,2,108.06,2586.67,0,0,0,0,0.0,0.75,0.04177571936118639,3
41.0,0,26.0,1,0,1,1,2,35.7,933.33,0,0,0,0,35.7,0.6341463414634146,0.03825013660763074,2
69.0,1,55.0,0,1,1,0,0,77.9,4278.0,1,0,1,1,0.0,0.7971014492753623,0.018209443665264145,2
50.0,1,17.0,0,0,1,2,3,68.93,1171.31,1,1,0,1,137.86,0.34,0.058848639557418626,1
64.0,0,28.0,1,1,1,1,2,67.05,2132.26,1,1,1,0,67.05,0.4375,0.03144550852147486,3
58.0,0,31.0,1,1,0,1,2,119.64,3716.88,0,1,0,0,119.64,0.5344827586206896,0.03218828695034545,2
47.0,1,34.0,0,1,0,0,1,21.39,715.03,1,1,0,0,0.0,0.723404255319149,0.029914828748444124,1
62.0,1,28.0,1,1,0,0,2,79.14,2226.54,1,0,0,1,0.0,0.45161290322580644,0.03554393812821688,2
53.0,0,14.0,1,0,1,1,3,61.72,859.73,1,1,0,1,61.72,0.2641509433962264,0.0717899805752969,2
52.0,0,9.0,0,0,0,0,0,81.88,735.82,1,0,1,0,0.0,0.17307692307692307,0.11127721453616372,0
40.0,0,56.0,1,1,0,0,3,61.45,3439.96,0,1,0,0,0.0,1.4,0.017863579809067547,2
38.0,1,69.0,0,1,0,0,2,47.88,3305.86,0,0,0,0,0.0,1.8157894736842106,0.014483371951625296,1
29.0,1,25.0,1,1,1,2,0,30.95,763.71,0,1,0,0,61.9,0.8620689655172413,0.0405258540545495,3
67.0,1,5.0,1,0,1,2,2,82.54,414.21,0,0,1,0,165.08,0.07462686567164178,0.19927090123367378,2
67.0,1,60.0,1,1,0,1,0,45.49,2725.65,0,0,0,0,45.49,0.8955223880597015,0.016689596976867904,2
18.0,0,35.0,1,1,1,0,1,42.19,1471.0,1,1,1,1,0.0,1.9444444444444444,0.028681169272603668,3
34.0,0,24.0,0,1,1,0,1,66.31,1596.38,0,1,1,0,0.0,0.7058823529411765,0.04153772911211616,2
53.0,0,13.0,1,0,0,1,3,70.46,913.45,1,0,1,1,70.46,0.24528301886792453,0.07713613224588099,1
30.0,0,62.0,1,1,0,1,2,45.64,2821.63,1,0,0,1,45.64,2.066666666666667,0.01617504775608425,2
42.0,1,38.0,0,1,0,2,0,71.65,2744.62,0,1,0,1,143.3,0.9047619047619048,0.026105617535396523,1
30.0,0,25.0,1,1,1,1,2,117.15,2935.61,0,1,1,0,117.15,0.8333333333333334,0.03990652709317655,3
20.0,1,22.0,0,1,1,0,2,107.47,2352.29,1,1,0,1,0.0,1.1,0.045687393986285706,2
69.0,0,50.0,1,0,1,0,0,24.48,1236.39,0,0,0,0,0.0,0.7246376811594203,0.019799577803120375,2
51.0,1,24.0,0,1,0,1,2,53.64,1275.32,0,0,1,1,53.64,0.47058823529411764,0.04206003199197064,1
47.0,0,34.0,0,1,1,0,2,74.87,2534.29,1,1,0,1,0.0,0.723404255319149,0.029542791077579917,2
68.0,1,6.0,1,1,1,0,1,65.28,374.86,0,0,1,0,0.0,0.08823529411764706,0.17414501413861175,3
39.0,0,23.0,1,1,0,0,2,60.5,1387.59,1,1,0,0,0.0,0.5897435897435898,0.04360077544519635,2
65.0,0,21.0,1,0,0,1,1,103.39,2179.14,1,1,1,1,103.39,0.3230769230769231,0.047445322466661166,1
33.0,1,1.0,1,1,0,0,2,100.74,94.52,1,1,0,0,0.0,0.030303030303030304,1.0658061785865425,2
19.0,0,41.0,1,0,1,0,2,39.83,1629.64,0,0,0,0,0.0,2.1578947368421053,0.024440980830121986,2
35.0,1,3.0,1,1,1,0,2,33.24,100.89,1,0,1,1,0.0,0.08571428571428572,0.3294677371394588,3
19.0,1,37.0,1,1,1,2,0,107.2,3972.9,1,0,0,0,214.4,1.9473684210526316,0.02698280852777568,3
61.0,0,15.0,1,1,1,0,1,50.97,7404.8,1,0,0,1,0.0,0.2459016393442623,0.006883372947277441,3
50.0,0,20.0,0,0,1,2,2,88.6,1779.7,0,1,0,1,177.2,0.4,0.04978367140529302,1
23.0,1,30.0,0,1,1,0,2,68.9,2066.01,1,0,1,1,0.0,1.3043478260869565,0.03334930615050266,2
43.0,0,50.0,1,1,1,2,2,101.32,5053.71,1,0,0,0,202.64,1.1627906976744187,0.02004863753559266,3
64.0,1,22.0,0,1,0,0,1,75.24,1658.72,0,0,1,0,0.0,0.34375,0.0453602778045722,1
47.0,0,52.0,1,1,1,0,2,96.09,4999.32,0,1,1,1,0.0,1.1063829787234043,0.01922061400350448,3
33.0,1,50.0,1,0,0,0,0,39.95,1993.17,1,0,1,0,0.0,1.5151515151515151,0.02004344837620474,1
35.0,1,66.0,0,1,1,0,3,28.97,1904.51,0,0,1,0,0.0,1.8857142857142857,0.015211261689358418,2
53.0,0,23.0,0,1,0,0,0,106.91,2447.21,1,0,1,0,0.0,0.4339622641509434,0.04368648379174652,1
23.0,1,33.0,1,1,0,0,2,80.27,2657.11,0,1,0,0,0.0,1.434782608695652,0.030209513343444568,2
52.0,0,54.0,1,1,0,1,2,79.91,4319.53,0,0,0,1,79.91,1.0384615384615385,0.018499697883797545,2
35.0,0,21.0,1,1,1,0,0,92.98,1954.55,0,1,0,0,0.0,0.6,0.04757105216034382,3
52.0,0,24.0,0,1,1,0,3,106.0,2529.26,0,1,1,0,0.0,0.46153846153846156,0.041909491313664865,2
30.0,1,48.0,0,0,0,0,2,61.88,2982.42,1,1,1,1,0.0,1.6,0.020748251419987797,0
32.0,0,71.0,1,1,1,1,2,115.11,2132.26,1,1,1,0,115.11,2.21875,0.05398497368988772,3
